koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_disposition
0.007415939707062966,0.3222069868009062,-0.10316553389953571,-0.27684413015286397,-0.03055333666365478,-0.6440227592064668,-0.04773572300904351,-0.2976407671011831,-0.35908645847413945,-0.4453598500170233,-1.0800287398139776,0.04158105686739371,2
-0.05505632908293738,-0.5021024600844124,-0.07862609421249105,-0.26035240587443714,-0.02174120408535681,0.43823944141856935,-0.041250928857872515,-0.1281660093770519,-0.35908645847413945,0.5077747435652554,0.4046879037834298,-0.1222833279766935,2
-0.054722027381151984,-0.47417900301274774,-0.5601121532609398,-0.2826471177245269,-0.03257085122763352,0.06955671373311748,-0.04534088824787968,-0.30723367791575656,-0.35908645847413945,-0.6321486428532819,0.4258645278600972,-0.13925202569658882,0
-0.051049147533345995,-0.44722827070622106,-0.2558416447987806,-0.28300980444775586,-0.03251453308709553,0.15756484872899953,-0.04462194583085197,-0.30646624505059067,-0.35908645847413945,0.9900992291766905,-0.25649335905471743,-0.044094230639920934,0
-0.0559973346101055,-0.498023076551181,-0.464766849187221,-0.2824317338001521,-0.030407572064615262,1.3373495773224455,-0.012300781540425182,-0.30147793142701246,-0.35908645847413945,1.010569233871075,0.14821545663268915,-0.08851229231847045,2
-0.052901318750311406,-0.4594146613288183,-0.11090442016859857,1.64268216064881,-0.012829686553168263,0.2824412564934268,-0.04335197609384142,6.710044535683497,-0.35908645847413945,0.8199423151546192,-0.19296348682471925,-0.0690481978750611,2
-0.05512127105214742,-0.468057373064357,-0.5954378202159675,-0.2649200304775592,-0.023119342112639503,0.4251571510813436,-0.041451366323408956,-0.2003046987026443,-0.35908645847413945,0.37088158717155906,0.42115861139861416,-0.12344784644766671,2
-0.04733312104555041,-0.37229476009883816,-0.26959485721784215,-0.28129044656869445,-0.032345578665481545,-0.2836651253719767,-0.04711089738727725,-0.3073615833932842,-0.35908645847413945,0.5947722635163897,0.30586365809231914,-0.11313353999047544,0
-0.05238592283295404,-0.43329019659624285,-0.5913582156332345,-0.2744352961480739,-0.031782397260101604,-0.18733189652513285,-0.04677775076779783,-0.28024562215742316,-0.35908645847413945,-0.3378923253715046,0.4588059430904661,-0.12843863989469473,1
-0.053988904115109065,0.07714436680375968,0.044998287082444084,-0.22320858162894036,-0.030487080027727726,0.12426447332515227,-0.044910557890727024,0.43525761913222966,-0.35908645847413945,0.35424970835737163,0.4305704443215782,-0.13226491487074957,2
-0.04794352533787913,-0.4616353105575321,-0.44993192343182875,-0.28061582450671574,-0.03234226583368519,-0.32766919286991775,-0.04723664202616016,-0.30659415052811834,1.1699887369161852,0.48602536357747195,0.49880623301305943,-0.1350930311573988,0
0.027446230548933855,0.9461041376286448,0.03822985220654637,-0.27730336829046787,-0.032391958310630485,-0.994866000068429,-0.047855333763102866,-0.30416394645509304,-0.35908645847413945,-1.6735601316800939,0.8517499676241692,-0.18400280693827356,1
0.5494545366619616,1.2434732086471458,0.41415614267678236,-0.0816146946094487,-0.02805877432100126,-1.0245984781075783,-0.047857122812843066,-0.04860880235485593,-0.35908645847413945,0.6664172799467354,0.1929216630167635,-0.10880818566971781,0
-0.05425824307932114,0.09540263872324853,-0.40661703083561584,-0.28153925213650677,-0.032365455656259666,0.26579106879150316,-0.04354391557311189,-0.24596695418001402,-0.35908645847413945,0.30179532132801135,0.20468645417046696,-0.10182107484387856,1
